gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre13.g588386;CHLRE_13g588386v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14434.t1,Cre13.g588400.t1.3;O;-;-;-;-;-;-;-;-;-
Cre13.g588405;CHLRE_13g588405v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14435.t2,Cre13.g588405.t1.1, g14435.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g588453;CHLRE_13g588453v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14436.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g588501;CHLRE_13g588501v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14437.t1,Cre13.g588500.t1.2;O;-;-;-;-;-;-;-;-;-
Cre13.g588550;CHLRE_13g588550v5;0;0;0;0;1;0;0;0;0;1;NA;0;SYP1;Plasma membrane Qa-SNARE, Syx1/Sso1/Syntaxin1/Syp1 family (Qa.IV);Plasma membrane Qa-SNARE, Syx1/Sso1/Syntaxin1/Syp1 family (Qa.IV).  Expressed Protein.  Involved in Plasma Membrane trafficking.  Class Q.IV SNARE, targeted to the plasma membrane (PMID: 17596510).  Previously annotated as SYP1;g14438.t1,Cre13.g588550.t1.1,SYP1;O;PF00804,PF05739;PTHR19957:SF26,PTHR19957;KOG0810;-;K08486;GO:0016020,GO:0005515;AT3G03800.1;ATSYP131,SYP131;syntaxin of plants 131
Cre13.g588600;CHLRE_13g588600v5;0;0;0;1;6;0;0;0;0;0.211453668362;1;-1;KIN1-1;-;-;g14439.t1,KIN1-1;O;PF00225;PTHR24115;KOG0240;-;-;GO:0003777,GO:0005524,GO:0007018;AT1G12430.2;ARK3,PAK;armadillo repeat kinesin 3
Cre13.g588650;CHLRE_13g588650v5;0;0;0;0;10;0;0;0;0;1;1;0;-;-;-;g14441.t1,Cre13.g588650.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre13.g588736;CHLRE_13g588736v5;0;0;0;1;14;0;0;0;0;0.34486813727;1;-1;-;-;-;g14443.t1;SP;-;-;-;-;-;-;-;-;-
Cre13.g588750;CHLRE_13g588750v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;-;-;-;g14444.t1;SP;-;-;-;-;-;-;-;-;-
Cre13.g588850;CHLRE_13g588850v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14446.t1,Cre13.g588850.t1.1;SP;PF10250;-;-;-;-;-;-;-;-
Cre13.g588900;CHLRE_13g588900v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;EXN15,WEX;-;-;g14447.t1,EXN15;O;PF01612;PTHR13620;KOG4373;-;-;GO:0003676,GO:0005622,GO:0006139,GO:0008408;AT4G13870.2;ATWEX,ATWRNEXO,WEX,WRNEXO;Werner syndrome-like exonuclease
Cre13.g588950;CHLRE_13g588950v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14448.t1,Cre13.g588950.t1.1;C;-;-;-;-;-;-;-;-;-
Cre13.g588959;CHLRE_13g588959v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14449.t1,Cre13.g588959.t1.1;M;-;-;-;-;-;-;-;-;-
Cre13.g589100;CHLRE_13g589100v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14452.t1,Cre13.g589100.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g589150;CHLRE_13g589150v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14453.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g589167;CHLRE_13g589167v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14454.t1,Cre13.g589167.t1.1;C;-;-;-;-;-;-;-;-;-
Cre13.g589200;CHLRE_13g589200v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14455.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g589250;CHLRE_13g589250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14456.t1,Cre13.g589250.t1.1;O;PF02582;PTHR16255;KOG2861;-;-;-;AT1G69380.1;-;Protein of unknown function (DUF155)
Cre13.g589300;CHLRE_13g589300v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g14457.t1,Cre13.g589300.t1.1;O;PF05786;PTHR13108;-;-;-;-;AT2G32590.1;-;-
Cre13.g589350;CHLRE_13g589350v5;0;0;0;0;28;2;0;0;0;1;1;2;FBB6;Flagellar/basal body protein;"Conserved protein found in ciliated organisms, with an unknown function; identified in the flagellar and basal body proteome [PMID: 15137946]; upregulated by deflagellation";g14458.t1,Cre13.g589350.t1.1,FBB6;O;PF00092,PF08487;PTHR10338,PTHR10338:SF8;-;-;-;GO:0005515;-;-;-
Cre13.g589400;CHLRE_13g589400v5;0;0;0;0;6;0;0;0;0;1;1;0;PRL6;Predicted extracellular protein;"Similar to pathogenesis-related protein 1, extracellular; similar to LSG1, a Volvox carteri PR-1 like protein [PMID: 11891059] expressed during senescence of somatic cells; probably an extracellular protein, containing SCP / Tpx-1 / Ag5 / PR-1 / Sc7 famil";g14459.t1,PRL6;SP;PF00188;PTHR10334;-;-;-;-;AT4G31470.1;-;CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
Cre13.g589426;CHLRE_13g589426v5;0;0;0;1;13;0;0;0;0;0.321369881126;1;-1;-;-;-;g14460.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g589450;CHLRE_13g589450v5;0;0;0;4;179;12;0;0;0;1;1;8;-;-;-;g14461.t1,Cre13.g589450.t1.1;O;PF00092,PF08487;PTHR10338,PTHR10338:SF8;-;-;-;GO:0005515;-;-;-
Cre13.g589550;CHLRE_13g589550v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14463.t1, g14463.t2;O;-;-;-;-;-;-;-;-;-
Cre13.g589600;CHLRE_13g589600v5;0;0;0;1;3;0;0;0;0;0.110515444773;1;-1;-;-;-;g14464.t1,Cre13.g589600.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g589650;CHLRE_13g589650v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14465.t1,Cre13.g589650.t1.1;O;PF08424;PTHR13471;-;-;-;-;AT3G17712.1;-;-
Cre13.g589750;CHLRE_13g589750v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g14467.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g589800;CHLRE_13g589800v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g14468.t1,Cre13.g589800.t1.1;SP;PF00999;PTHR10110;KOG1965;-;-;GO:0006812,GO:0015299,GO:0016021,GO:0055085;AT1G79610.1;ATNHX6,NHX6;Na+/H+ antiporter 6
Cre13.g589870;CHLRE_13g589870v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g14469.t1;C;PF00149;-;-;-;-;GO:0016787;-;-;-
Cre13.g589940;CHLRE_13g589940v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14470.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g590251;CHLRE_13g590251v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g14475.t1;C;PF01607;-;-;-;-;GO:0005576,GO:0006030,GO:0008061;-;-;-
Cre13.g590300;CHLRE_13g590300v5;0;0;0;0;4;0;0;0;0;1;1;0;URK2;-;-;g14476.t1,URK2;O;PF01928,PF00485;PTHR10285;KOG3308;-;-;GO:0006796,GO:0005524,GO:0008152,GO:0016301;AT1G26190.1;-;Phosphoribulokinase / Uridine kinase family
Cre13.g590400;CHLRE_13g590400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14478.t1;O;PF04969,PF00041;PTHR12356,PTHR12356:SF10;-;-;-;GO:0005515;AT4G27890.1;-;HSP20-like chaperones superfamily protein
Cre13.g590450;CHLRE_13g590450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14480.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g590500;CHLRE_13g590500v5;0;0;0;0;1;0;0;0;0;1;NA;0;DES6,FAD6;Omega-6-fatty acid desaturase, chloroplast isoform;Omega-6-FAD, chloroplast isoform [PMID: 9498569].  Also known as DES6;g14481.t1,DES6;C;PF00487;PTHR19353;-;1.14.19.-;K10255;GO:0006629,GO:0016491,GO:0055114;AT4G30950.1;FAD6,FADC,SFD4;fatty acid desaturase 6
Cre13.g590550;CHLRE_13g590550v5;0;0;0;0;2;0;0;0;0;1;1;0;COA5;-;-;g14482.t1,COA5;O;-;PTHR24702;-;2.7.1.24,2.7.7.3;K02318;-;AT2G18250.1;ATCOAD,COAD;4-phosphopantetheine adenylyltransferase
Cre13.g590600;CHLRE_13g590600v5;0;0;0;0;13;0;0;0;0;1;1;0;PDE32;-;-;g14483.t1,PDE32, g14483.t2,PDE32, g14483.t3,PDE32, g14483.t4,PDE32, g14483.t5,PDE32;M;PF00233;PTHR11347:SF75,PTHR11347;-;-;-;GO:0004114,GO:0007165;-;-;-
Cre13.g590626;CHLRE_13g590626v5;0;0;0;1;1;0;0;0;0;0.0498251317335;1;-1;-;-;-;g14484.t1;-;-;-;-;-;-;-;-;-;-
Cre13.g590700;CHLRE_13g590700v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14486.t1;C;PF02582;PTHR16255;-;-;-;-;AT5G13610.1;-;Protein of unknown function (DUF155)
Cre13.g590750;CHLRE_13g590750v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;HTB37;Histone H2B;Replication-linked Histone H2B;g14487.t1,Cre13.g590750.t1.1,HTB37;O;PF00125;PTHR23428;KOG1744;-;K11252;GO:0003677,GO:0000786,GO:0005634,GO:0006334;AT3G45980.1;H2B,HTB9;Histone superfamily protein
Cre13.g590800;CHLRE_13g590800v5;0;0;0;0;1;0;0;0;0;1;NA;0;HTA37;Histone H2A;-;g14488.t1,Cre13.g590800.t1.1,HTA37;C;PF00125;PTHR23430;KOG1756;-;K11251;GO:0003677;AT1G51060.1;HTA10;histone H2A 10
Cre13.g590850;CHLRE_13g590850v5;0;0;0;1;10;0;0;0;0;0.250705978066;1;-1;-;-;-;g14489.t1,Cre13.g590850.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g590905;CHLRE_13g590905v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14491.t1,Cre13.g590905.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre13.g590950;CHLRE_13g590950v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14492.t1,Cre13.g590950.t1.1;O;-;-;KOG4057;-;-;-;-;-;-
Cre13.g591000;CHLRE_13g591000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14493.t1,Cre13.g591000.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre13.g591050;CHLRE_13g591050v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g14494.t1,Cre13.g591050.t1.1;SP;PF00069;PTHR23257;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G04700.1;-;PB1 domain-containing protein tyrosine kinase
Cre13.g591073;CHLRE_13g591073v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g14495.t1,Cre13.g591073.t1.1;M;PF00564;-;-;-;-;GO:0005515;-;-;-
Cre13.g591100;CHLRE_13g591100v5;0;0;0;0;12;2;0;0;0;0.444378868297;1;2;MSC5,MSCL3;Predicted protein with mechanosensitive ion channel domain;Protein of unknown function with mechanosensitive ion channel (MSC) like domain.  Previously annotated as MSCL3;g14496.t1,MSC5,MSCL3;O;PF00924;-;KOG4462;-;-;GO:0016020,GO:0055085;AT1G53470.1;MSL4;mechanosensitive channel of small conductance-like 4
Cre13.g591150;CHLRE_13g591150v5;0;0;0;1;0;0;0;0;0;0.0231820208218;NA;-1;HTA38;Histone H2A;-;g14497.t1,Cre13.g591150.t1.1,HTA38;C;PF00125;PTHR23430;KOG1756;-;K11251;GO:0003677;AT1G51060.1;HTA10;histone H2A 10
Cre13.g591200;CHLRE_13g591200v5;0;0;0;0;1;0;0;0;0;1;NA;0;HTB38;Histone H2B;Replication-linked Histone H2B;g14498.t1,Cre13.g591200.t1.1,HTB38;O;PF00125;PTHR23428;KOG1744;-;K11252;GO:0003677,GO:0000786,GO:0005634,GO:0006334;AT3G45980.1;H2B,HTB9;Histone superfamily protein
Cre13.g591250;CHLRE_13g591250v5;0;0;0;0;1;0;0;0;0;1;NA;0;EZY20;-;-;g14499.t2,EZY20, g14499.t1,EZY20;SP;-;-;-;-;-;-;-;-;-
Cre13.g591300;CHLRE_13g591300v5;0;0;0;1;13;0;0;0;0;0.321369881126;1;-1;-;-;-;g14500.t1;SP;-;-;-;-;-;-;-;-;-
Cre13.g591350;CHLRE_13g591350v5;0;0;0;0;1;0;0;0;0;1;NA;0;MFT27;-;-;g14501.t1,MFT27;O;PF07690;PTHR24003;-;-;-;GO:0016021,GO:0055085;-;-;-
Cre13.g591400;CHLRE_13g591400v5;0;0;0;0;1;0;0;0;0;1;NA;0;COA1;-;-;g14502.t1,COA1;O;PF01937,PF03630;PTHR12280,PTHR12280:SF10;KOG2201;2.7.1.33;K09680;GO:0004594,GO:0005524,GO:0015937;AT4G32180.1;ATPANK2,PANK2;pantothenate kinase 2
Cre13.g591501;CHLRE_13g591501v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;PUS2;-;-;g14504.t1,Cre13.g591500.t1.3,PUS2;M;PF01416;PTHR11142;KOG4393;5.4.99.12;K06173;GO:0001522,GO:0003723,GO:0009451,GO:0009982;AT3G06950.1;-;Pseudouridine synthase family protein
Cre13.g591550;CHLRE_13g591550v5;0;0;0;0;4;0;0;0;0;1;1;0;SRR20;Scavenger receptor cysteine rich (SRCR) protein;"Scavenger receptor cysteine-rich protein; contains ligand-binding SRCR domain found in speract/scavenger receptor (PMID: 14995912)";g14505.t1,SRR20;SP;PF00530;PTHR19331,PTHR19331:SF366;-;-;-;GO:0005044,GO:0016020;-;-;-
Cre13.g591600;CHLRE_13g591600v5;0;0;0;0;4;0;0;0;0;1;1;0;CYG40;Adenylate/guanylate cyclase;-;g14506.t1;M;PF00211;PTHR11920,PTHR11920:SF117;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre13.g591650;CHLRE_13g591650v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14507.t1,Cre13.g591650.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g591700;CHLRE_13g591700v5;0;0;0;0;1;0;0;0;0;1;NA;0;TTL15;Putative tubulin tyrosine ligase;-;g14508.t1,TTL15;C;PF03133;PTHR12241,PTHR12241:SF62;-;-;-;GO:0004835,GO:0006464;AT1G77550.1;-;"tubulin-tyrosine ligases;tubulin-tyrosine ligases"
Cre13.g591851;CHLRE_13g591851v5;0;0;0;1;1;1;0;0;0;0.0149501344546;1;0;-;-;-;g14511.t1,Cre13.g591850.t1.3;O;-;-;-;-;-;-;-;-;-
Cre13.g591900;CHLRE_13g591900v5;0;0;0;0;1;0;0;0;0;1;NA;0;PLD6;-;-;g14512.t1,Cre13.g591900.t1.1;M;-;PTHR21248;-;-;-;-;-;-;-
Cre13.g592000;CHLRE_13g592000v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g14514.t1,Cre13.g592000.t1.1;O;PF00069;PTHR26263,PTHR26263:SF49;KOG0032;-;-;GO:0004672,GO:0005524,GO:0006468;AT3G01090.1;AKIN10,KIN10,SNRK1.1;SNF1 kinase homolog 10
Cre13.g592050;CHLRE_13g592050v5;0;0;0;0;4;0;0;0;0;1;1;0;DAL1;Allantoinase;-;g14515.t1,Cre13.g592050.t1.1,DAL1;SP;PF01979;PTHR11647,PTHR11647:SF4;KOG2584;3.5.2.5;K01466;GO:0016787;AT4G04955.1;ALN,ATALN;allantoinase
Cre13.g592100;CHLRE_13g592100v5;0;0;0;0;8;0;0;0;0;1;1;0;-;-;-;g14516.t1;O;PF00628,PF00097;PTHR22880:SF5,PTHR22880;-;-;-;GO:0005515;AT3G05670.1;-;RING/U-box protein
Cre13.g592150;CHLRE_13g592150v5;0;0;0;0;4;0;0;0;0;1;1;0;SPL28,PRP28;DEAD/DEAH box helicase, possible nuclear pre-mRNA splicing factor;DEAD/DEAH box helicase, possible nuclear pre-mRNA splicing factor.  Similar to yeast pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (Helicase CA8)gi|1172596|sp|P23394|.  Previously annotated as PRP28;g14517.t1,Cre13.g592150.t1.1,PRP28,SPL28;C;PF00271,PF00270;PTHR24031,PTHR24031:SF47;KOG0333;3.6.4.13;K12858;GO:0003676,GO:0004386,GO:0005524,GO:0008026;AT2G33730.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre13.g592200;CHLRE_13g592200v5;0;0;0;0;3;0;0;0;0;1;1;0;GSN1;Glutamate synthase, NADH-dependent;"NADH-dependent glutamate synthase (EC 1.4.1.14); NADH-dependent glutamine-2-oxoglutarate aminotransferase (NADH-GOGAT); plastid targeting predicted by Target-P";g14518.t1,Cre13.g592200.t1.1,GSN1;C;PF07992,PF01645,PF04898,PF01493,PF00310;PTHR11938:SF1,PTHR11938;KOG0399;1.4.1.13,1.4.1.14;K00264;GO:0006537,GO:0015930,GO:0006807,GO:0055114,GO:0008152,GO:0016491;AT5G53460.1;GLT1;NADH-dependent glutamate synthase 1
Cre13.g592250;CHLRE_13g592250v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14519.t1,Cre13.g592250.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g592300;CHLRE_13g592300v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;-;-;-;g14520.t1,Cre13.g592300.t1.1;O;PF01207;PTHR11082,PTHR11082:SF4;-;1.-.-.-;K05543;GO:0008033,GO:0017150,GO:0050660,GO:0055114;AT3G49640.1;-;Aldolase-type TIM barrel family protein
Cre13.g592350;CHLRE_13g592350v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14521.t1,Cre13.g592350.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g592400;CHLRE_13g592400v5;0;0;0;0;2;0;0;0;0;1;1;0;LCI21;Low-CO2-inducible protein;"Low-CO2 inducible gene revealed by cDNA array analyses; regulated by CCM1 [PMID: 15235119].  Acclimation to changing CO2 concentrations and light intensities was studied by Yamano et al. 2008 [PMID: 18322145], appears in their table as Lci20 rather than L";g14522.t1;SP;-;-;-;-;-;-;AT1G13030.1;-;sphere organelles protein-related
Cre13.g592450;CHLRE_13g592450v5;0;0;0;0;1;0;0;0;0;1;NA;0;COPE1;Epsilon subunit of COP-I complex;Expressed Protein. Epsilon-COP. Subunit of COP-I complex involved in vesicle trafficking.;g14523.t1,Cre13.g592450.t1.1,COPE1;O;PF04733;PTHR10805;KOG3081;-;-;GO:0005198,GO:0006890,GO:0030126;AT1G30630.1;-;Coatomer epsilon subunit
Cre13.g592500;CHLRE_13g592500v5;0;0;0;1;1;0;0;0;0;0.0498251317335;1;-1;-;-;-;g14524.t1;O;PF00994,PF01507;PTHR23293;KOG2644;-;-;GO:0006777,GO:0003824,GO:0008152;AT5G03430.1;-;phosphoadenosine phosphosulfate (PAPS) reductase family protein
Cre13.g592550;CHLRE_13g592550v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g14525.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g592551;CHLRE_13g592551v5;0;0;0;1;2;0;0;0;0;0.0791576393665;1;-1;-;-;-;g14526.t1,Cre13.g592551.t1.1;C;-;-;-;-;-;-;-;-;-
Cre13.g601519;CHLRE_13g601519v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14536.t1;O;PF00078;PTHR19446;-;-;-;GO:0003723,GO:0003964,GO:0006278;-;-;-
Cre13.g602300;CHLRE_13g602300v5;0;0;0;0;1;0;0;0;0;1;NA;0;TMC4;-;-;g14555.t1,Cre13.g602300.t1.1,TMC4;O;PF01189;PTHR22808:SF3,PTHR22808;KOG2198;-;-;-;AT5G66180.1;-;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Cre13.g602400;CHLRE_13g602400v5;0;0;0;0;4;0;0;0;0;1;1;0;KIN8-1;-;-;g14557.t1,Cre13.g602400.t1.1,KIN8-1;C;PF00225;PTHR24115,PTHR24115:SF324;KOG0242;-;-;GO:0003777,GO:0005524,GO:0007018;AT3G49650.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre13.g602425;CHLRE_13g602425v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g14558.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g602450;CHLRE_13g602450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14559.t1,Cre13.g602450.t1.1;C;-;-;-;-;-;-;AT5G42765.1;-;-
Cre13.g602500;CHLRE_13g602500v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;-;-;-;g14560.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g602550;CHLRE_13g602550v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14561.t1;SP;-;-;-;-;-;-;-;-;-
Cre13.g602700;CHLRE_13g602700v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14564.t1;O;PF00400,PF00072;PTHR22847:SF121,PTHR22847;KOG0266;-;-;GO:0000156,GO:0000160,GO:0006355;AT4G11110.1;SPA2;SPA1-related 2
Cre13.g602750;CHLRE_13g602750v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14565.t1,Cre13.g602750.t1.1;O;-;-;-;-;-;-;AT2G39250.1;SNZ;Integrase-type DNA-binding superfamily protein
Cre13.g602800;CHLRE_13g602800v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14538.t1;O;PF00069;PTHR23139,PTHR23139:SF22;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT2G40580.1;-;Protein kinase superfamily protein
Cre13.g602850;CHLRE_13g602850v5;0;0;0;0;2;0;0;0;0;1;1;0;SRS11,SRP23;RNA recognition motif containing protein, putative splicing factor;RNA recognition motif containing protein (RRM, RBD, or RNP domain in N-terminus), putative splicing factor.  Previously annotated as SRP23 for an SR-related protein, but the protein product for this gene model lacks SR repeats and the name conflicts with;g14539.t1,SRP23,SRS11;C;PF00076;PTHR15241;KOG0130;-;K12885;GO:0003676;AT1G07350.1;-;RNA-binding (RRM/RBD/RNP motifs) family protein
Cre13.g602901;CHLRE_13g602901v5;0;0;0;0;3;0;0;0;0;1;1;0;CNX2;-;-;g14540.t1,Cre13.g602900.t1.2,CNX2;M;PF04055,PF06463;PTHR22960;KOG2876;-;K03639;GO:0003824,GO:0051536,GO:0006777,GO:0019008,GO:0051539;AT2G31955.1;CNX2;cofactor of nitrate reductase and xanthine dehydrogenase 2
Cre13.g602950;CHLRE_13g602950v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g14541.t2, g14541.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g603000;CHLRE_13g603000v5;0;0;0;0;3;0;0;0;0;1;1;0;PDE19;3\',5\'-cyclic-nucleotide phosphodiesterase;3\',5\'-cyclic-nucleotide phosphodiesterase similar to that of Homo sapiens, PDE4D_HUMAN;g14542.t2,Cre13.g603000.t1.1,PDE19, g14542.t1,PDE19;O;PF00233;PTHR11347;-;-;-;GO:0004114,GO:0007165;-;-;-
Cre13.g603050;CHLRE_13g603050v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14543.t1,Cre13.g603050.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g603100;CHLRE_13g603100v5;0;0;0;0;5;2;0;0;0;0.12496048377;1;2;-;-;-;g14544.t1, g14544.t2;SP;PF05686;PTHR12203;-;-;-;-;AT1G63420.1;-;Arabidopsis thaliana protein of unknown function (DUF821)
Cre13.g603176;CHLRE_13g603176v5;0;0;0;0;5;2;0;0;0;0.12496048377;1;2;-;-;-;g14545.t1;O;PF00743;PTHR23023,PTHR23023:SF8;-;1.14.13.8;K00485;GO:0004499,GO:0050660,GO:0050661,GO:0055114;AT4G28720.1;YUC8;Flavin-binding monooxygenase family protein
Cre13.g603225;CHLRE_13g603225v5;0;0;0;0;6;2;0;0;0;0.155706191768;1;2;-;-;-;g14566.t1;C;PF07728;-;-;-;-;GO:0005524,GO:0016887;-;-;-
Cre13.g603350;CHLRE_13g603350v5;0;0;0;0;2;0;0;0;0;1;1;0;CYG56;Adenylate/guanylate cyclase;Adenylate/guanylate cyclase similar to CYG34;g14548.t1;O;PF00211;PTHR11920;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre13.g603400;CHLRE_13g603400v5;0;0;0;0;3;2;1;0;0;0.000476158104123;0,549247056;4;SRH22;-;-;g14549.t1,SRH22;O;PF00176;PTHR10799,PTHR10799:SF59;-;-;-;GO:0003677,GO:0005524;AT2G40770.1;-;"zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding"
Cre13.g603450;CHLRE_13g603450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14550.t1,Cre13.g603450.t1.1;C;-;-;-;-;-;-;AT4G01150.1;-;-
Cre13.g603550;CHLRE_13g603550v5;0;0;0;0;13;0;0;0;0;1;1;0;-;-;-;g14552.t1,Cre13.g603550.t1.1;C;-;-;-;-;-;-;-;-;-
Cre13.g603600;CHLRE_13g603600v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14553.t1;O;PF00069;PTHR23257,PTHR23257:SF309;KOG0192;-;-;GO:0004672,GO:0005524,GO:0006468;AT4G31170.1;-;Protein kinase superfamily protein
Cre13.g603650;CHLRE_13g603650v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;-;-;-;g14554.t1,Cre13.g603650.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g603700;CHLRE_13g603700v5;0;0;0;0;11;0;0;0;0;1;1;0;ACT1,NSG4;Actin;"Actin, encoded by the IDA5 locus [gi:34581636, PMID: 9151671]; flagellar inner arm dynein subunit.  Previously annotated as ACTIN.  Identified by Abe et al. 2004 [PMID: 15459796] as NSG4, a gene expressed during nitrogen-starved gametogenesis. Listed by R";g14567.t1,Cre13.g603700.t1.1,ACT1,NSG4;O;PF00022;PTHR11937,PTHR11937:SF77;KOG0676;-;K05692;-;AT3G12110.1;ACT11;actin-11
Cre13.g603750;CHLRE_13g603750v5;0;0;0;0;3;0;0;0;0;1;1;0;KCA1;-;-;g14568.t1,KCA1;C;PF03493,PF07885;PTHR10027;KOG4462;-;K04947;GO:0006813,GO:0015269,GO:0016020;AT1G02510.1;ATKCO4,ATTPK4,KCO4,TPK4;Outward rectifying potassium channel protein
Cre13.g603900;CHLRE_13g603900v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;TSF1;-;-;g14572.t1,Cre13.g603900.t1.1,TSF1;O;PF03483,PF03484;PTHR10947;KOG2472;6.1.1.20;K01890;GO:0003723,GO:0004826,GO:0006412,GO:0000287,GO:0005524,GO:0006432;AT1G72550.1;-;tRNA synthetase beta subunit family protein
